Domínio,Reino,Filo,Classe,Ordem,Família,Gênero,Espécie
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium CG03_land_8_20_14_0_80_39_12
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium GW2011_GWC2_34_23
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_01_FULL_39_12c
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium CG11_big_fil_rev_8_21_14_0_20_37_16
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium CG_4_9_14_0_2_um_filter_39_13
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_02_FULL_38_11
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium CG_4_9_14_3_um_filter_33_18
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium CG07_land_8_20_14_0_80_34_15
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium GW2011_GWA2_35_19
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_01_FULL_35_13
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium CG11_big_fil_rev_8_21_14_0_20_36_8
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_02_FULL_40_9
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_01_FULL_41_22
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_12_FULL_41_11
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_02_FULL_43_10
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_01_FULL_37_12
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_01_FULL_38_12
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_01_FULL_39_8
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium CG17_big_fil_post_rev_8_21_14_2_50_39_7
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_01_FULL_40_13
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium CG_4_9_14_0_8_um_filter_34_12
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium GW2011_GWB1_40_7
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium CG22_combo_CG10-13_8_21_14_all_35_9
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium GW2011_GWC2_41_7
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium CG_4_10_14_3_um_filter_39_13
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium CG10_big_fil_rev_8_21_14_0_10_39_12
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium CG22_combo_CG10-13_8_21_14_all_34_12
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_02_FULL_36_11
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_02_FULL_39_9
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_01_FULL_35_10
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_02_FULL_43_11
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_12_FULL_38_13
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_12_FULL_36_11
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium CG_4_10_14_0_2_um_filter_39_12
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium CG2_30_33_16
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium GW2011_GWC2_35_12
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium GW2011_GWA1_41_13
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_01_FULL_39_19
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_01_FULL_40_32
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_02_FULL_41_9
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium CG23_combo_of_CG06-09_8_20_14_all_35_49
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_01_FULL_39_24
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_01_FULL_37_16
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium CG_4_10_14_0_8_um_filter_36_36
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium CG22_combo_CG10-13_8_21_14_all_38_20
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium CG_4_8_14_3_um_filter_35_14
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium CG_4_10_14_0_2_um_filter_36_35
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_12_FULL_42_10
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium CG06_land_8_20_14_3_00_34_14
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium CG22_combo_CG10-13_8_21_14_all_33_16
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium CG_4_10_14_0_8_um_filter_35_28
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium CG10_big_fil_rev_8_21_14_0_10_36_26
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_01_FULL_37_16
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium CG_4_10_14_3_um_filter_33_21
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_01_FULL_42_14
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium CG11_big_fil_rev_8_21_14_0_20_35_14
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_02_FULL_37_9b
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium CG_4_9_14_0_2_um_filter_36_12
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_12_FULL_37_9b
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_01_FULL_37_16b
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium CG_4_9_14_3_um_filter_36_11
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium CG_4_8_14_3_um_filter_34_9
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_01_FULL_37_57
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium GW2011_GWA2_33_33
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_01_FULL_40_14
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium CG_4_10_14_0_2_um_filter_33_96
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium CG_4_8_14_3_um_filter_36_10
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_12_FULL_37_23
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_02_FULL_40_13b
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_02_FULL_37_9
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_02_FULL_39_8
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_01_FULL_37_13
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium GW2011_GWC1_37_12
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium CG01_land_8_20_14_3_00_33_9
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_02_FULL_37_24
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_12_FULL_39_8
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium GW2011_GWC2_37_13
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium CG03_land_8_20_14_0_80_35_26
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium CG02_land_8_20_14_3_00_36_15
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium CG_4_9_14_0_2_um_filter_38_17
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_12_FULL_37_7b
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium CG_4_8_14_3_um_filter_36_12
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium CG_4_9_14_0_2_um_filter_35_15
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_02_FULL_37_13b
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium CG03_land_8_20_14_0_80_36_21
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_02_FULL_37_15
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium RIFOXYC2_FULL_41_10
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_02_FULL_40_13
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_02_FULL_37_19
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium RIFOXYA1_FULL_41_12
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium RIFOXYB2_FULL_41_10
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_01_FULL_38_15
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_12_FULL_40_12
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium RIFOXYA2_FULL_41_8
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_12_41_18
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_01_FULL_40_98
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium RIFOXYC2_FULL_38_9
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_01_FULL_38_41
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium RIFOXYB2_FULL_38_10
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium RIFOXYD1_FULL_41_24
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_02_FULL_40_53
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium RIFOXYC1_FULL_41_16
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium RIFOXYB1_FULL_41_27
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_01_FULL_40_42
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_12_FULL_40_130
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium RIFOXYA1_FULL_37_12
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium RIFOXYA2_FULL_38_14
Bacteria,Fungi,Candidatus Roizmanbacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium RIFOXYD1_FULL_38_12
Bacteria,Fungi,Candidatus Woesebacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Roizmanbacteria bacterium RIFOXYD1_FULL_38_12
Bacteria,Fungi,Candidatus Woesebacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Woesebacteria bacterium GW2011_GWA1_39_21
Bacteria,Fungi,Candidatus Woesebacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Woesebacteria bacterium RBG_16_34_12
Bacteria,Fungi,Candidatus Woesebacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Woesebacteria bacterium RIFCSPHIGHO2_01_FULL_41_10
Bacteria,Fungi,Candidatus Woesebacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Woesebacteria bacterium GWA1_41_8
Bacteria,Fungi,Candidatus Woesebacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Woesebacteria bacterium RBG_13_36_22
Bacteria,Fungi,Candidatus Woesebacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Woesebacteria bacterium GW2011_GWB1_45_5
Bacteria,Fungi,Candidatus Woesebacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Woesebacteria bacterium GW2011_GWA2_40_7b
Bacteria,Fungi,Candidatus Woesebacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Woesebacteria bacterium RBG_13_34_9
Bacteria,Fungi,Candidatus Woesebacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Woesebacteria bacterium RBG_16_39_8b
Bacteria,Fungi,Candidatus Woesebacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Woesebacteria bacterium RIFOXYA1_FULL_43_9
Bacteria,Fungi,Candidatus Woesebacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Woesebacteria bacterium RIFCSPHIGHO2_12_FULL_46_16
Bacteria,Fungi,Candidatus Woesebacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Woesebacteria bacterium GW2011_GWB1_39_12
Bacteria,Fungi,Candidatus Woesebacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Woesebacteria bacterium GW2011_GWB1_38_5b
Bacteria,Fungi,Candidatus Woesebacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Woesebacteria bacterium GWB1_43_5
Bacteria,Fungi,Candidatus Woesebacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Woesebacteria bacterium GW2011_GWB1_41_10
Bacteria,Fungi,Candidatus Woesebacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Woesebacteria bacterium GW2011_GWA1_37_7
Bacteria,Fungi,Candidatus Woesebacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Woesebacteria bacterium GW2011_GWA1_39_8
Bacteria,Fungi,Candidatus Woesebacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Woesebacteria bacterium RIFCSPLOWO2_01_FULL_37_19
Bacteria,Fungi,Candidatus Woesebacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Woesebacteria bacterium RIFCSPHIGHO2_01_FULL_37_10
Bacteria,Fungi,Candidatus Woesebacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Woesebacteria bacterium RIFCSPLOWO2_01_FULL_39_10
Bacteria,Fungi,Candidatus Woesebacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Woesebacteria bacterium GW2011_GWB1_38_8
Bacteria,Fungi,Candidatus Woesebacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Woesebacteria bacterium RIFCSPHIGHO2_01_FULL_38_9b
Bacteria,Fungi,Candidatus Woesebacteria,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Candidatus Cloacimonas,Candidatus Woesebacteria bacterium RIFCSPLOWO2_01_FULL_39_21
